average_f1,crossner_ai_f1,crossner_ai_prec,crossner_ai_rec,crossner_literature_f1,crossner_literature_prec,crossner_literature_rec,crossner_music_f1,crossner_music_prec,crossner_music_rec,crossner_politics_f1,crossner_politics_prec,crossner_politics_rec,crossner_science_f1,crossner_science_prec,crossner_science_rec,epoch,mit-movie_f1,mit-movie_prec,mit-movie_rec,mit-restaurant_f1,mit-restaurant_prec,mit-restaurant_rec,step,train_loss
0.0518903318832264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999985119994,0.24999999999375,0.021739130434735347,0.9296,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.11111111109787808,0.799999999984,0.05970149253722432,264,0.048211436718702316
,,,,,,,,,,,,,,,,0.9331,,,,,,,265,0.023348897695541382
,,,,,,,,,,,,,,,,0.9366,,,,,,,266,0.03672700375318527
,,,,,,,,,,,,,,,,0.9401,,,,,,,267,0.0365106463432312
,,,,,,,,,,,,,,,,0.9437,,,,,,,268,0.043676771223545074
,,,,,,,,,,,,,,,,0.9472,,,,,,,269,0.03642445430159569
,,,,,,,,,,,,,,,,0.9507,,,,,,,270,0.039842166006565094
,,,,,,,,,,,,,,,,0.9542,,,,,,,271,0.035450346767902374
0.053412273992970105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07843137253102651,0.399999999992,0.043478260869470695,0.9577,0.21212121209958676,0.8749999999945314,0.12068965517230974,0.08333333332017746,0.599999999988,0.044776119402918244,272,0.030982647091150284
,,,,,,,,,,,,,,,,0.9613,,,,,,,273,0.03344852477312088
,,,,,,,,,,,,,,,,0.9648,,,,,,,274,0.043881408870220184
,,,,,,,,,,,,,,,,0.9683,,,,,,,275,0.03563787788152695
,,,,,,,,,,,,,,,,0.9718,,,,,,,276,0.04312346875667572
,,,,,,,,,,,,,,,,0.9754,,,,,,,277,0.03908000886440277
,,,,,,,,,,,,,,,,0.9789,,,,,,,278,0.03154812753200531
,,,,,,,,,,,,,,,,0.9824,,,,,,,279,0.03383748605847359
0.05522267685907963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999998495999,0.4999999999875,0.043478260869470695,0.9859,0.19696969694809457,0.812499999994922,0.11206896551714476,0.10958904108050291,0.6666666666555555,0.05970149253722432,280,0.03317583352327347
,,,,,,,,,,,,,,,,0.9894,,,,,,,281,0.03848320618271828
,,,,,,,,,,,,,,,,0.993,,,,,,,282,0.04415307939052582
,,,,,,,,,,,,,,,,0.9965,,,,,,,283,0.038807593286037445
,,,,,,,,,,,,,,,,1.0,,,,,,,284,0.05452024191617966
